DATE,RAIN,T.MAX,T.MIN,T.MIN.G,WIND
1966-02-24,0.2518052687387155,-0.11587260354220315,-1.0725696647713,-1.0226502046083548,12.0
1966-02-25,-0.09557012980188892,-0.11587260354220315,-0.09367891845161239,-0.33925009067913514,21.84
1966-02-26,-0.3188828860065632,-0.4167254429496133,0.1567349933976099,0.2333283831534543,22.95
1966-02-27,-0.44294552834249334,0.2064697243943076,-0.5717418410728551,-0.24689872393194331,23.63
1966-02-28,0.0036799840668551953,-0.5886413511824192,-0.09367891845161239,0.5288527567444682,14.79
1966-03-01,0.20218021180434353,-0.24480953471680778,-0.41238753353244095,-0.3023095439802584,9.38
1966-03-02,0.35105538260745967,0.14200125880700531,-0.23026832491482452,0.49191221004559155,13.92
1966-03-03,-0.3933204714081213,-0.13736209207130418,-0.11644381952881433,-0.3207798173296968,10.46
1966-03-04,-0.4677580568096794,-0.287788511775009,-0.8221557529220775,-0.6163041909207106,9.71
1966-03-05,-0.4677580568096794,0.09902228174880402,-0.29856302814643076,0.0006029389505308946,10.29
1966-03-06,-0.4677580568096794,-0.11587260354220315,0.4071489052468322,0.36262029659952294,12.17
1966-03-07,-0.4181329998753074,-0.22332004618770673,0.4071489052468322,0.43650138999727633,16.04
1966-03-08,-0.44294552834249334,-0.5886413511824192,-0.1392087206060165,-0.13607708383531308,9.04
1966-03-09,-0.4677580568096794,-0.5456623741242175,-1.049804763694098,-0.7086555576679026,16.13
1966-03-10,-0.36850794294093525,-0.13736209207130418,-0.45791733568684484,0.0006029389505308946,22.29
1966-03-11,0.05330504100122731,-0.6960887938279228,-0.7083312475360674,-0.3023095439802584,20.62
1966-03-12,-0.3933204714081213,-0.48119390853691557,-1.049804763694098,-0.579363644221834,11.25
1966-03-13,-0.4677580568096794,0.12051177027790466,-0.11644381952881433,0.067095923008509,11.21
1966-03-14,-0.4677580568096794,-0.05140413795490123,-0.45791733568684484,-0.0991365371364363,8.63
1966-03-15,-0.4677580568096794,-0.4597044200078149,-0.07091401737441043,0.418031116647838,8.21
1966-03-16,-0.4677580568096794,-0.48119390853691557,0.0656753890888019,0.62120412349166,6.87
1966-03-17,-0.021132544400330806,-0.26629902324590843,0.0656753890888019,0.5288527567444682,14.83
1966-03-18,-0.4677580568096794,-0.05140413795490123,-1.5961623895469466,-1.428996218295999,7.21
1966-03-19,-0.4677580568096794,0.4213646096853148,-2.0969902132453915,-1.7984016852847664,5.25
1966-03-20,-0.4181329998753074,-0.6316203282406204,-1.5278676863153404,-1.428996218295999,8.87
1966-03-21,-0.4181329998753074,-0.4167254429496133,0.0656753890888019,0.5842635767927834,9.96
1966-03-22,-0.4181329998753074,-0.43821493147871393,-0.5489769399956531,-0.15454735718475146,13.17
1966-03-23,-0.4677580568096794,-0.7175782823570234,-0.32132792922363274,0.3995608432983997,20.54
1966-03-24,-0.14519518673626097,-1.0614100988226347,-1.3685133787749262,-0.7455961043667793,20.83
1966-03-25,-0.04594507286751686,-0.7605572594152247,-1.9831657078593814,-1.3181745781993688,10.92
1966-03-26,0.9713685942871104,-0.24480953471680778,-1.3229835766205222,0.0006029389505308946,21.29
1966-03-27,0.8721184804183664,-0.287788511775009,-0.9132153572308855,-0.19148790388362819,28.62
1966-03-28,-0.4181329998753074,-0.43821493147871393,-1.4595729830837345,-0.6163041909207106,14.54
1966-03-29,-0.4677580568096794,-0.5886413511824192,-0.5717418410728551,-1.1888826647533002,10.92
1966-03-30,-0.4181329998753074,-0.37374646589141197,-0.20750342383762255,-0.4870122774746421,13.59
1966-03-31,2.063119846843296,-0.37374646589141197,-0.07091401737441043,0.04862564965907062,12.08
1966-04-01,3.8744344249478764,-0.5456623741242175,-0.6400365443044612,-0.1730176305341898,14.42
1966-04-02,-0.4677580568096794,-0.5456623741242175,-1.7099868949329566,-1.0411204779577932,11.25
1966-04-03,-0.4677580568096794,-0.7175782823570234,-1.892106103550573,-2.1123963322252184,10.58
